id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
133946,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Generic,1
107211,0.841893,tcp,-,FIN,10,8,564,354,20.192589,254,252,4827.216797,2945.742432,2,1,93.543667,111.325289,6302.63548,153.931391,255,3604311097,4028899358,255,0.149984,0.06191,0.088074,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
78199,3.454678,tcp,ftp,FIN,26,22,1326,1602,13.604741,62,252,2952.518311,3543.021973,7,9,138.15172,161.123232,7921.588608,10171.40751,255,3434960372,944204362,255,0.157698,0.071089,0.086609,51,73,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
60927,8e-06,sep,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,Backdoor,1
84938,0.828863,tcp,-,FIN,16,10,976,556,30.161799,254,252,8831.375,4835.539551,5,3,54.4126,82.876336,2780.166286,106.583891,255,2015001852,4242255461,255,0.167091,0.082975,0.084116,61,56,0,0,5,1,2,2,1,5,0,0,0,2,5,0,Fuzzers,1
57504,5e-06,br-sat-mon,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,1,1,1,2,0,0,0,19,2,0,Analysis,1
69864,1.31504,mux,-,INT,4,0,400,0,2.281299,254,0,1825.039551,0.0,0,0,438.346656,0.0,619.903063,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,13,2,3,3,3,13,0,0,0,4,13,0,Analysis,1
115966,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,3,3,0,DoS,1
146382,2e-06,unas,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,5,5,0,Analysis,1
89294,0.246179,tcp,http,FIN,10,6,1308,268,60.931274,254,252,38281.08984,7279.256348,2,1,25.072667,46.394801,1535.535969,77.770492,255,578527743,878594715,255,0.03126,0.014195,0.017065,131,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
99173,2.158363,tcp,-,FIN,10,8,564,354,7.876339,254,252,1882.908447,1149.018921,2,1,239.682778,300.464281,18904.06894,503.483,255,623919617,1180925434,255,0.109769,0.055106,0.054663,56,44,0,0,4,1,1,1,1,1,0,0,0,4,1,0,Reconnaissance,1
60085,9e-06,udp,-,INT,2,0,244,0,111111.1072,254,0,108444440.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,122,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116946,0.28492,tcp,http,FIN,10,6,1520,268,52.646356,254,252,38410.78125,6289.484375,2,1,29.667222,54.580801,1882.06531,91.65582,255,1571405061,1492663133,255,0.028737,0.012008,0.016729,152,45,1,0,1,1,1,1,1,1,0,0,1,4,1,0,Exploits,1
82527,2.028501,tcp,http,FIN,10,8,824,354,8.380573,254,252,2926.298828,1222.577637,2,1,225.279889,269.632844,12560.7289,459.485406,255,1174669341,1481501947,255,0.298734,0.141063,0.157671,82,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
139802,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,16,33,0,0,0,33,33,0,Generic,1
121316,1.177513,tcp,http,FIN,10,8,1306,354,14.437208,254,252,7989.720703,2106.133789,2,1,128.388333,155.956578,9359.289003,211.985187,255,3384616369,4060339489,255,0.164493,0.085814,0.078679,131,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
121490,0.73432,tcp,http,FIN,10,8,1296,354,23.15067,254,252,12713.80371,3377.27417,2,1,79.309222,93.046,4532.775434,184.381531,255,1227261162,3313655909,255,0.221709,0.08299,0.138719,130,44,1,0,3,1,2,1,1,1,0,0,1,1,1,0,Worms,1
111960,5e-06,gmtp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,Analysis,1
66235,9e-06,idpr-cmtp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,Reconnaissance,1
63644,0.582312,tcp,-,FIN,10,8,2516,354,29.193972,254,252,31117.33984,4258.885254,2,1,64.701333,74.693859,4047.556472,122.594305,255,1573807900,1057556260,255,0.117954,0.058823,0.059131,252,44,0,0,3,1,3,3,2,3,0,0,0,3,3,0,Fuzzers,1
92253,3e-06,ib,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,3,3,12,0,0,0,5,8,0,Analysis,1
106207,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,8,0,0,0,2,8,0,DoS,1
128928,0.251234,tcp,http,FIN,10,18,794,15938,107.469533,62,252,22767.61914,479330.0313,2,7,27.914889,14.067765,1428.271443,1319.390296,255,2905268761,370042351,255,0.023631,0.011382,0.012249,79,885,1,7367,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
83660,1e-05,udp,-,INT,2,0,754,0,100000.0025,254,0,301600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,377,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
97511,6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,5,1,0,Reconnaissance,1
61663,0.279621,tcp,-,FIN,10,6,938,268,53.644039,254,252,24175.58008,6408.674316,2,1,26.169667,47.472801,1339.374802,65.337875,255,1562821003,4115040524,255,0.090989,0.042248,0.048741,94,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
84371,0.879049,tcp,-,FIN,10,8,610,354,19.339081,254,252,4996.308594,2821.230713,1,0,8945.7848,11179.77,885756.0456,29294.908,255,1548056800,928851455,255,0.099,0.042641,0.056359,61,44,0,0,6,1,2,2,2,6,0,0,0,2,7,0,Normal,0
51935,0.326969,tcp,-,FIN,40,10,43544,440,149.861303,254,252,1038777.375,9688.992188,17,1,8.383821,35.566332,828.558783,61.279695,255,875023122,3900387275,255,0.051258,0.005846,0.045412,1089,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
165118,7e-06,udp,-,INT,2,0,542,0,142857.1409,254,0,309714272.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,271,0,0,0,2,2,1,1,1,2,0,0,0,3,2,0,Fuzzers,1
55907,0.998464,tcp,irc,FIN,12,12,644,858,23.035383,254,252,4735.273438,6305.685547,3,3,90.769453,86.858906,6080.131635,141.105578,255,3714912630,129437474,255,0.098426,0.042402,0.056024,54,72,0,0,1,1,1,1,1,1,0,0,0,10,1,0,Backdoor,1
127537,3e-06,udp,-,INT,2,0,92,0,333333.3215,254,0,122666664.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Worms,1
52044,8e-06,xns-idp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
154619,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,17,33,0,0,0,33,33,0,Generic,1
104966,58.79575,ospf,-,REQ,26,0,2808,0,0.425201,254,0,367.373505,0.0,0,0,2462.9945,0.0,2571.657,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,2,0,0,0,1,1,0,Analysis,1
141032,0.373026,tcp,http,FIN,10,6,1304,268,40.211673,254,252,25177.86914,4803.95459,2,1,35.887111,65.397199,1747.57256,85.349023,255,2573334762,3733963439,255,0.098436,0.046039,0.052397,130,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Backdoor,1
35429,0.001782,udp,-,CON,4,4,528,304,3928.170709,31,29,1777777.875,1023569.063,0,0,0.451333,0.225333,0.631918,0.309478,0,0,0,0,0.0,0.0,0.0,132,76,0,0,5,0,3,1,1,3,0,0,0,3,7,0,Normal,0
82663,5e-06,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,5,5,17,0,0,0,6,12,0,Analysis,1
74496,0.923419,tcp,-,FIN,10,8,564,354,18.409844,254,252,4401.035645,2685.671387,2,1,96.987333,122.14543,6240.63876,159.107641,255,1367742931,1284195475,255,0.161111,0.0684,0.092711,56,44,0,0,1,1,2,1,1,2,0,0,0,1,4,0,Reconnaissance,1
147642,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,16,16,0,Generic,1
58269,0.196293,tcp,http,FIN,10,6,994,268,76.416379,254,252,36476.08594,9129.209961,2,1,20.185444,37.918,1091.169968,65.328414,255,1747167345,606536630,255,0.054243,0.006694,0.047549,99,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
112144,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,5,4,0,DoS,1
144920,0.488667,tcp,http,FIN,10,8,802,1528,34.788516,62,252,11819.91016,21888.11523,2,2,54.296333,63.48743,3088.390878,101.7295,255,2343789910,2714696274,255,0.102668,0.043651,0.059017,80,191,1,361,1,1,9,1,1,1,0,0,4,1,1,0,DoS,1
75166,1.431707,pim,-,INT,8,0,480,0,4.889268,254,0,2346.848877,0.0,0,0,204.529578,0.0,483.199187,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,DoS,1
54648,1.05025,tcp,-,FIN,10,8,564,354,16.186621,254,252,3869.554688,2361.342529,2,1,110.515111,135.745422,6759.147161,198.193453,255,4137686815,1099026896,255,0.138781,0.100023,0.038758,56,44,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Reconnaissance,1
69871,1.31504,mux,-,INT,4,0,400,0,2.281299,254,0,1825.039551,0.0,0,0,438.346656,0.0,619.903063,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,13,2,3,3,3,13,0,0,0,4,13,0,Exploits,1
48531,1.730255,tcp,-,FIN,10,8,514,354,9.825141,254,252,2140.724854,1433.314697,2,1,190.432,234.300422,14393.5724,368.884125,255,1129314835,3016114859,255,0.21056,0.09015,0.12041,51,44,0,0,4,1,1,1,1,2,0,0,0,1,3,0,Fuzzers,1
87044,6e-06,snp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,6,4,4,13,0,0,0,8,9,0,DoS,1
114430,0.404662,tcp,http,FIN,10,6,1302,268,37.067972,254,252,23169.95313,4428.387207,2,1,44.857778,66.391797,2166.391485,96.569125,255,255971816,3662506664,255,0.133245,0.072699,0.060546,130,45,1,0,1,1,1,1,1,1,0,0,1,5,1,0,Worms,1
52834,1.598383,tcp,http,FIN,10,8,1292,354,10.635749,254,252,5820.882812,1551.568115,2,1,170.102444,208.701719,10177.71167,397.929344,255,3324760610,1480363841,255,0.217891,0.137468,0.080423,129,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
153383,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1
141814,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,17,17,17,30,0,0,0,17,30,0,Generic,1
103617,1.190992,tcp,ftp,FIN,14,12,2740,682,20.990905,254,252,17094.99219,4204.897949,4,4,88.955618,103.590453,4847.476632,127.263,255,2251172429,785731394,255,0.132273,0.051488,0.080785,196,57,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
125007,5e-06,micp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0,Exploits,1
66069,6e-06,udp,-,INT,2,0,1164,0,166666.6608,254,0,776000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,582,0,0,0,11,2,9,9,1,11,0,0,0,9,11,0,Fuzzers,1
78632,9e-06,udp,-,INT,2,0,808,0,111111.1072,254,0,359111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,404,0,0,0,4,2,2,1,1,1,0,0,0,2,2,0,Worms,1
92354,31.480869,tcp,http,FIN,20,16,1638,2140,1.111786,62,252,395.668884,510.024048,6,6,1656.887737,2093.182625,222841.304,7664.4835,255,1890640121,3632874195,255,0.106244,0.064294,0.04195,82,134,1,125,4,1,2,2,2,4,0,0,2,2,4,0,Fuzzers,1
70646,1e-05,wb-mon,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,3,4,0,Analysis,1
88962,5e-06,dcn,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,9,0,0,0,2,3,0,Backdoor,1
138485,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,18,17,17,33,0,0,0,18,33,0,Generic,1
124834,1.323023,tcp,-,FIN,10,8,662,354,12.849361,254,252,3603.86792,1874.494995,2,1,142.813333,177.139719,8343.839031,284.913656,255,1957042379,3195734427,255,0.188342,0.08304,0.105302,66,44,0,0,8,1,1,1,1,1,0,0,0,3,1,0,Fuzzers,1
115297,0.676563,tcp,-,FIN,10,6,2612,268,22.170884,254,252,27799.33203,2648.681641,2,1,69.950556,111.986398,3758.589466,160.9675,255,314873087,3657324134,255,0.211979,0.116629,0.09535,261,45,0,0,8,1,1,1,1,3,0,0,0,3,3,0,Fuzzers,1
122113,0.729137,tcp,-,FIN,12,8,3050,744,26.058203,254,252,30677.36133,7142.69043,3,2,61.692276,83.131289,3281.494047,107.378664,255,1990911409,2929852818,255,0.248813,0.14721,0.101603,254,93,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
70090,1.465454,tcp,-,FIN,10,8,564,354,11.600501,254,252,2773.202148,1692.30835,2,1,162.828222,195.103281,10039.35296,303.440844,255,1559172030,3172832091,255,0.151797,0.083544,0.068253,56,44,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Reconnaissance,1
75760,0.242624,tcp,http,FIN,10,6,932,268,61.824057,254,252,27664.20508,7385.914062,2,1,24.586778,44.346801,1363.554817,70.744914,255,2115901242,1371923582,255,0.090834,0.02088,0.069954,93,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Worms,1
108743,9e-06,fire,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0,Exploits,1
149879,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,10,10,10,26,0,0,0,10,26,0,Generic,1
79342,0.385634,tcp,http,FIN,10,6,1314,268,38.896985,254,252,24541.4043,4646.893066,2,1,41.440444,71.709203,2760.997482,128.337063,255,290966090,1375755137,255,0.079918,0.027074,0.052844,131,45,1,0,1,1,1,1,1,1,0,0,4,1,1,0,Worms,1
146081,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,18,17,17,25,0,0,0,18,24,0,Generic,1
159934,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,11,11,11,11,0,0,0,11,11,0,Generic,1
152849,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,Generic,1
120853,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,36,36,23,36,0,0,0,37,36,0,Generic,1
142133,5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
99858,0.784699,tcp,-,FIN,12,8,3048,774,24.213105,254,252,28484.80664,6912.20459,3,2,70.391092,100.527,4402.548413,180.077406,255,171435240,1466703844,255,0.146561,0.081004,0.065557,254,97,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
53205,29.153763,udp,dns,REQ,38,0,11400,0,1.269133,254,0,3045.918945,0.0,0,0,903.095812,0.0,1334.785,0.0,0,0,0,0,0.0,0.0,0.0,300,0,0,0,2,6,2,2,2,3,0,0,0,2,2,0,Fuzzers,1
51305,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,3,0,0,0,2,3,0,DoS,1
64512,0.479442,tcp,http,FIN,10,10,838,1398,39.629402,62,252,12597.97852,21007.75391,2,2,53.271333,48.182891,3479.378197,96.439906,255,1242755438,4069663152,255,0.089801,0.045112,0.044689,84,140,0,0,2,1,1,1,1,2,0,0,0,2,4,0,Exploits,1
73509,1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Reconnaissance,1
65854,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,23,1,0,DoS,1
49286,0.720712,tcp,http,FIN,10,8,798,1064,23.587785,62,252,7980.996582,10334.22461,2,2,80.079111,92.15957,4374.793293,139.954156,255,2110372036,2728827886,255,0.159962,0.07495,0.085012,80,133,1,141,5,1,4,3,3,5,0,0,9,3,6,0,Analysis,1
71696,1e-05,wb-expak,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Backdoor,1
71533,0.349254,tcp,http,FIN,10,12,830,7874,60.128157,62,252,17110.75586,165335.25,2,4,38.806,28.20618,1917.946432,1962.923126,255,1475118964,3934118237,255,0.088091,0.038345,0.049746,83,656,1,3437,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
29395,1.010056,tcp,http,FIN,14,18,1684,10168,30.691367,31,29,12387.43164,76067.07031,3,5,77.669998,59.384941,8766.551086,7675.967529,255,1443383134,3593889782,255,0.000669,0.000508,0.000161,120,565,1,3924,2,0,3,2,1,1,0,0,1,2,5,0,Normal,0
59311,2e-06,sctp,-,INT,2,0,152,0,500000.0013,254,0,304000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
146824,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,11,11,11,28,0,0,0,11,28,0,Generic,1
84393,1.648575,tcp,pop3,FIN,20,22,946,5610,24.869964,62,252,4362.555664,25986.08008,7,9,86.702052,75.014048,4293.668791,3970.628879,255,2093180592,649855610,255,0.113295,0.073275,0.04002,47,255,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Exploits,1
53533,2.251067,tcp,-,FIN,148,26,186002,1128,76.852446,254,252,656563.3125,3855.949219,71,1,15.302068,85.640117,2130.274345,158.975281,255,2190840531,3921666266,255,0.158749,0.110061,0.048688,1257,43,0,0,8,1,1,1,1,1,0,0,0,4,2,0,Fuzzers,1
167563,2e-06,udp,-,INT,2,0,168,0,500000.0013,254,0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
47962,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,15,5,0,Backdoor,1
59278,0.219237,tcp,http,FIN,10,6,954,268,68.419108,254,252,31345.07422,8173.802734,2,1,20.572111,40.284,1120.719698,54.945387,255,1651750191,2172066662,255,0.051095,0.01781,0.033285,95,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
116407,0.883517,tcp,smtp,FIN,22,20,5826,1862,46.405444,62,252,50362.35547,16017.80078,8,8,42.032095,43.818422,2156.156293,47.613035,255,3120122236,3448378570,255,0.079132,0.050953,0.028179,265,93,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
91959,1.698455,tcp,-,FIN,10,8,564,354,10.009097,254,252,2392.762939,1460.150513,2,1,183.308222,230.838,11454.84678,332.116938,255,1390136768,2810738317,255,0.147659,0.082585,0.065074,56,44,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Reconnaissance,1
264,0.001706,udp,-,CON,4,4,520,304,4103.165415,31,29,1828839.5,1069167.625,0,0,0.441,0.199667,0.617305,0.276015,0,0,0,0,0.0,0.0,0.0,130,76,0,0,2,0,2,1,1,2,0,0,0,3,8,0,Normal,0
80453,1.063219,tcp,http,FIN,10,8,832,1278,15.989181,62,252,5635.71582,8419.714844,2,2,118.069889,125.39443,6249.634883,220.336531,255,821314395,3471194230,255,0.373089,0.185454,0.187635,83,160,1,156,7,1,6,7,6,6,0,0,30,7,6,0,Analysis,1
75964,3e-06,isis,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Exploits,1
53384,6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,1,1,0,Reconnaissance,1
130265,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,17,33,0,Generic,1
58495,1.813135,tcp,-,FIN,10,8,764,354,9.376025,254,252,3035.625977,1367.796631,2,1,186.153333,243.091578,11666.60563,314.219531,255,3999803531,852518875,255,0.210194,0.111486,0.098708,76,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
166873,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,15,15,15,23,0,0,0,15,23,0,Generic,1
129337,0.84211,tcp,-,FIN,10,6,1780,268,17.8124,254,252,15218.91504,2127.988037,2,1,93.417111,150.922594,4979.24838,259.255266,255,1938382859,4228210374,255,0.175916,0.087488,0.088428,178,45,0,0,4,1,1,1,1,4,0,0,0,2,6,0,Fuzzers,1
109382,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,4,4,4,4,0,0,0,5,4,0,Fuzzers,1
151363,0.966142,tcp,-,FIN,12,8,600,404,19.665846,254,252,4554.195801,2931.246094,3,2,84.854912,128.493711,5122.062798,179.781531,255,3635227666,152483778,255,0.167888,0.066684,0.101204,50,51,0,0,4,1,3,1,1,1,0,0,0,3,1,0,Backdoor,1
106943,4e-06,igp,-,INT,2,0,180,0,250000.0006,254,0,180000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,7,2,7,7,7,7,0,0,0,7,7,0,Backdoor,1
117597,2.062305,tcp,pop3,FIN,26,72,1222,71868,47.034751,62,252,4558.006836,274915.6875,7,34,82.473637,28.412902,4356.104214,2469.445129,255,2689644431,1266422361,255,0.092714,0.044986,0.047728,47,998,0,0,1,1,1,1,1,1,0,0,0,34,1,0,Exploits,1
48951,0.803119,tcp,-,FIN,12,10,1130,844,26.148055,254,252,10319.76563,7570.484375,3,2,73.010815,74.372781,4954.269203,110.463133,255,2644918173,703518568,255,0.169528,0.133106,0.036422,94,84,0,0,9,1,1,1,1,4,0,0,0,3,4,0,Fuzzers,1
